chr	coord	gene_name	refseqID	rel_location	utr5_st	utr5_end	cds_st	cds_end	utr3_st	utr3_end	utr5_size	cds_size	utr3_size
chr8	94746546	RBM12B	ENST00000399300.2	1.696274	2306	2093	2092	-913	-914	-4962	213	3005	4048
chr8	94748341	RBM12B	ENST00000399300.2	1.099135	511	298	297	-2708	-2709	-6757	213	3005	4048
chr8	95500863	KIAA1429	ENST00000297591.5	2.070089	5585	5510	5509	71	70	-942	75	5438	1012
chr8	95500887	KIAA1429	ENST00000297591.5	2.046397	5561	5486	5485	47	46	-966	75	5438	1012
chr8	95523550	KIAA1429	ENST00000297591.5	1.598088	3328	3253	3252	-2186	-2187	-3199	75	5438	1012
chr8	95523714	KIAA1429	ENST00000297591.5	1.567935	3164	3089	3088	-2350	-2351	-3363	75	5438	1012
chr8	95539463	KIAA1429	ENST00000297591.5	1.185512	1084	1009	1008	-4430	-4431	-5443	75	5438	1012
chr8	97270741	MTERFD1	ENST00000523821.1	1.163904	297	178	177	-908	-909	-1231	119	1085	322
chr8	98731399	MTDH	ENST00000336273.3	1.859348	1830	1503	1502	-246	-247	-4346	327	1748	4099
chr8	98735116	MTDH	ENST00000336273.3	1.875357	1858	1531	1530	-218	-219	-4318	327	1748	4099
chr8	98736933	MTDH	ENST00000336273.3	2.008537	2111	1784	1783	35	34	-4065	327	1748	4099
chr8	98737029	MTDH	ENST00000336273.3	2.031951	2207	1880	1879	131	130	-3969	327	1748	4099
chr8	98737134	MTDH	ENST00000336273.3	2.057561	2312	1985	1984	236	235	-3864	327	1748	4099
chr8	98737140	MTDH	ENST00000336273.3	2.059024	2318	1991	1990	242	241	-3858	327	1748	4099
chr8	98737176	MTDH	ENST00000336273.3	2.067805	2354	2027	2026	278	277	-3822	327	1748	4099
chr8	98737297	MTDH	ENST00000336273.3	2.097317	2475	2148	2147	399	398	-3701	327	1748	4099
chr8	98738084	MTDH	ENST00000336273.3	2.289268	3262	2935	2934	1186	1185	-2914	327	1748	4099
chr8	98827612	LAPTM4B	ENST00000445593.2	1.567086	1220	541	540	-413	-414	-1952	679	953	1538
chr8	99053998	RPL30	ENST00000521291.1	2.387500	525	379	378	31	30	-49	146	347	79
chr8	99054006	RPL30	ENST00000521291.1	2.287500	517	371	370	23	22	-57	146	347	79
chr8	99054047	RPL30	ENST00000521291.1	1.948276	476	330	329	-18	-19	-98	146	347	79
chr8	99057221	RPL30	ENST00000521291.1	1.336207	263	117	116	-231	-232	-311	146	347	79
chr8	100899803	COX6C	ENST00000520468.2	1.692982	612	158	157	-70	-71	-485	454	227	414
chr8	101715501	PABPC1	ENST00000318607.5	2.197753	3127	1999	1998	88	87	-357	1128	1910	444
chr8	101733639	PABPC1	ENST00000318607.5	1.090529	1301	173	172	-1738	-1739	-2183	1128	1910	444
chr8	101932587	YWHAZ	ENST00000395957.2	2.080134	1413	1072	1071	334	333	-3834	341	737	4167
chr8	103662549	KLF10	ENST00000395884.3	1.865957	2123	1221	1220	-189	-190	-1535	902	1409	1345
chr8	103662558	KLF10	ENST00000395884.3	1.859574	2114	1212	1211	-198	-199	-1544	902	1409	1345
chr8	103839047	AZIN1	ENST00000337198.5	2.790950	4258	3095	3094	1748	1747	-462	1163	1346	2209
chr8	104412411	SLC25A32	ENST00000297578.4	2.128378	1342	1176	1175	228	227	-1548	166	947	1775
chr8	104442881	DCAF13	ENST00000297579.5	1.625418	1398	1122	1121	-672	-673	-1243	276	1793	570
chr8	105509911	LRP12	ENST00000276654.5	1.336822	977	869	868	-1711	-1712	-3134	108	2579	1422
chr8	110255176	NUDCD1	ENST00000239690.4	2.029665	2188	1814	1813	62	61	-2028	374	1751	2089
chr8	110576790	EBAG9	ENST00000337573.5	2.001392	943	644	643	2	1	-1435	299	641	1436
chr8	110577023	EBAG9	ENST00000337573.5	2.163535	1176	877	876	235	234	-1202	299	641	1436
chr8	116617024	TRPS1	ENST00000395715.3	1.301673	1749	1172	1171	-2713	-2714	-8240	577	3884	5526
chr8	117657210	EIF3H	ENST00000521861.1	2.012170	1117	1094	1093	35	34	-2841	23	1058	2875
chr8	117671177	EIF3H	ENST00000521861.1	1.313503	355	332	331	-727	-728	-3603	23	1058	2875
chr8	117858515	RAD21	ENST00000297338.2	2.782109	3407	3120	3119	1224	1223	-341	287	1895	1564
chr8	117858667	RAD21	ENST00000297338.2	2.684984	3255	2968	2967	1072	1071	-493	287	1895	1564
chr8	117859159	RAD21	ENST00000297338.2	2.370607	2763	2476	2475	580	579	-985	287	1895	1564
chr8	120844864	TAF2	ENST00000378164.2	0.802676	239	-59	-60	-3659	-3660	-4808	298	3599	1148
chr8	121457372	MRPL13	ENST00000306185.3	0.873288	254	-37	-38	-574	-575	-831	291	536	256
chr8	124027559	DERL1	ENST00000259512.4	2.056067	1184	884	883	128	127	-2155	300	755	2282
chr8	124265620	ZHX1	ENST00000395571.3	1.979024	3184	2567	2566	-55	-56	-1923	617	2621	1867
chr8	124266143	ZHX1	ENST00000395571.3	1.779558	2661	2044	2043	-578	-579	-2446	617	2621	1867
chr8	124266565	ZHX1	ENST00000395571.3	1.618612	2239	1622	1621	-1000	-1001	-2868	617	2621	1867
chr8	124267961	ZHX1	ENST00000395571.3	1.086194	843	226	225	-2396	-2397	-4264	617	2621	1867
chr8	124268011	ZHX1	ENST00000395571.3	1.067124	793	176	175	-2446	-2447	-4314	617	2621	1867
chr8	124338246	ATAD2	ENST00000287394.5	1.931943	3996	3889	3888	-284	-285	-1568	107	4172	1283
chr8	124349952	ATAD2	ENST00000287394.5	1.710280	3071	2964	2963	-1209	-1210	-2493	107	4172	1283
chr8	125498201	RNF139	ENST00000303545.3	1.155890	682	311	310	-1684	-1685	-1954	371	1994	269
chr8	126011470	SQLE	ENST00000265896.5	0.805122	722	-175	-176	-1900	-1901	-2238	897	1724	337
chr8	126011504	SQLE	ENST00000265896.5	0.842984	756	-141	-142	-1866	-1867	-2204	897	1724	337
chr8	126379215	NSMCE2	ENST00000287437.3	2.374468	1047	832	831	88	87	-147	215	743	234
chr8	128750903	MYC	ENST00000377970.2	1.322344	949	440	439	-925	-926	-1395	509	1364	469
chr8	128752867	MYC	ENST00000377970.2	1.753114	1537	1028	1027	-337	-338	-807	509	1364	469
chr8	128753191	MYC	ENST00000377970.2	1.990476	1861	1352	1351	-13	-14	-483	509	1364	469
chr8	128753262	MYC	ENST00000377970.2	2.123404	1932	1423	1422	58	57	-412	509	1364	469
chr8	128753357	MYC	ENST00000377970.2	2.325532	2027	1518	1517	153	152	-317	509	1364	469
chr8	128753374	MYC	ENST00000377970.2	2.361702	2044	1535	1534	170	169	-300	509	1364	469
chr8	131226826	ASAP1	ENST00000357668.1	1.112389	408	381	380	-3009	-3010	-5633	27	3389	2623
chr8	133848860	PHF20L1	ENST00000395386.2	1.649967	2283	1985	1984	-1069	-1070	-3953	298	3053	2883
chr8	133860489	PHF20L1	ENST00000395386.2	2.804785	5673	5375	5374	2321	2320	-563	298	3053	2883
chr8	141461201	TRAPPC9	ENST00000389328.4	1.151296	580	566	565	-3175	-3176	-3893	14	3740	717
chr8	143808937	THEM6	ENST00000336138.3	1.275917	316	173	172	-454	-455	-1942	143	626	1487
chr8	144671774	EEF1D	ENST00000532741.1	1.299904	856	628	627	-1466	-1467	-1530	228	2093	63
chr8	144681470	TIGD5	ENST00000321385.3	1.701459	1396	1250	1249	-532	-533	-1015	146	1781	482
chr8	144681862	TIGD5	ENST00000321385.3	1.921437	1788	1642	1641	-140	-141	-623	146	1781	482
chr8	144682035	TIGD5	ENST00000321385.3	2.068323	1961	1815	1814	33	32	-450	146	1781	482
chr8	144686483	PYCRL	ENST00000220966.6	2.776161	2277	2248	2247	1387	1386	-400	29	860	1786
chr8	144686580	PYCRL	ENST00000220966.6	2.721880	2180	2151	2150	1290	1289	-497	29	860	1786
chr8	144687803	PYCRL	ENST00000220966.6	2.037493	957	928	927	67	66	-1720	29	860	1786
chr8	144732602	ZNF623	ENST00000501748.2	1.347610	648	560	559	-1051	-1052	-3298	88	1610	2246
chr8	144808368	FAM83H	ENST00000388913.3	1.921751	3388	3263	3262	-277	-278	-2265	125	3539	1987
chr8	144898584	PUF60	ENST00000526683.1	2.602273	2341	1786	1785	106	105	-70	555	1679	175
chr8	144898670	PUF60	ENST00000526683.1	2.113636	2255	1700	1699	20	19	-156	555	1679	175
chr8	144898690	PUF60	ENST00000526683.1	2.000000	2235	1680	1679	0	-1	-176	555	1679	175
chr8	144898703	PUF60	ENST00000526683.1	1.992262	2222	1667	1666	-13	-14	-189	555	1679	175
chr8	144898797	PUF60	ENST00000526683.1	1.936310	2128	1573	1572	-107	-108	-283	555	1679	175
chr8	144898864	PUF60	ENST00000526683.1	1.896429	2061	1506	1505	-174	-175	-350	555	1679	175
chr8	144900070	PUF60	ENST00000526683.1	1.463690	1334	779	778	-901	-902	-1077	555	1679	175
chr8	144900081	PUF60	ENST00000526683.1	1.457143	1323	768	767	-912	-913	-1088	555	1679	175
chr8	145135230	EXOSC4	ENST00000316052.5	1.628726	566	464	463	-274	-275	-320	102	737	45
chr8	145135348	EXOSC4	ENST00000316052.5	1.788618	684	582	581	-156	-157	-202	102	737	45
chr8	145152273	CYC1	ENST00000318911.4	2.179894	1084	1012	1011	34	33	-155	72	977	188
chr8	145162062	MAF1	ENST00000534585.1	2.099602	1301	911	910	50	49	-452	390	860	501
chr8	145535837	HSF1	ENST00000528838.1	1.659748	1208	1049	1048	-541	-542	-933	159	1589	391
chr8	145583473	SLC52A2	ENST00000532887.1	1.239910	903	321	320	-1017	-1018	-1243	582	1337	225
chr8	145584650	SLC52A2	ENST00000532887.1	1.981315	1895	1313	1312	-25	-26	-251	582	1337	225
chr8	145649048	VPS28	ENST00000377348.2	2.822222	1013	924	923	222	221	-48	89	701	269
chr8	145649632	VPS28	ENST00000377348.2	1.601140	511	422	421	-280	-281	-550	89	701	269
chr8	145676007	CYHR1	ENST00000438911.2	1.775023	977	844	843	-245	-246	-1042	133	1088	796
chr8	145692483	KIFC2	ENST00000301332.2	1.127135	696	320	319	-2197	-2198	-2949	376	2516	751
chr8	145699190	KIFC2	ENST00000301332.2	2.474734	3250	2874	2873	357	356	-395	376	2516	751
chr8	145727458	PPP1R16A	ENST00000292539.4	2.788991	2675	1759	1758	172	171	-46	916	1586	217
chr8	145734569	MFSD3	ENST00000301327.4	0.434615	112	-147	-148	-1386	-1387	-1435	259	1238	48
chr8	145737156	RECQL4	ENST00000428558.2	1.940171	3451	3410	3409	-217	-218	-364	41	3626	146
chr8	145745705	LRRC14	ENST00000292524.1	1.278677	558	413	412	-1069	-1070	-4764	145	1481	3694
chr8	145746653	LRRC14	ENST00000292524.1	1.858974	1418	1273	1272	-209	-210	-3904	145	1481	3694
chr8	145748035	LRRC14	ENST00000292524.1	2.317456	2800	2655	2654	1173	1172	-2522	145	1481	3694
chr8	145748374	LRRC14	ENST00000292524.1	2.409202	3139	2994	2993	1512	1511	-2183	145	1481	3694
chr8	146015193	RPL8	ENST00000262584.3	1.994832	1002	770	769	-4	-5	-38	232	773	33
chr8	146015212	RPL8	ENST00000262584.3	1.970284	983	751	750	-23	-24	-57	232	773	33
chr8	146015236	RPL8	ENST00000262584.3	1.939276	959	727	726	-47	-48	-81	232	773	33
chr8	146016766	RPL8	ENST00000262584.3	1.510336	627	395	394	-379	-380	-413	232	773	33
chr8	146016871	RPL8	ENST00000262584.3	1.374677	522	290	289	-484	-485	-518	232	773	33
chr8	146017298	RPL8	ENST00000262584.3	1.180879	372	140	139	-634	-635	-668	232	773	33
chr8	146017396	RPL8	ENST00000262584.3	1.153747	351	119	118	-655	-656	-689	232	773	33
chr8	146017494	RPL8	ENST00000262584.3	1.027132	253	21	20	-753	-754	-787	232	773	33
chr8	146017524	RPL8	ENST00000262584.3	0.961373	223	-9	-10	-783	-784	-817	232	773	33
chr8	146067193	ZNF7	ENST00000528372.1	1.340126	940	701	700	-1360	-1361	-1964	239	2060	603
chr8	146076061	COMMD5	ENST00000450361.2	1.982222	1084	663	662	-12	-13	-488	421	674	475
chr8	146279506	C8orf33	ENST00000331434.6	1.946377	766	653	652	-37	-38	-1910	113	689	1872
chr9	4663437	PPAPDC2	ENST00000381883.2	2.087306	1139	1062	1061	174	173	-1819	77	887	1992
chr9	4664711	PPAPDC2	ENST00000381883.2	2.726543	2413	2336	2335	1448	1447	-545	77	887	1992
chr9	4712524	AK3	ENST00000381809.3	2.248215	1366	1136	1135	452	451	-1369	230	683	1820
chr9	4712898	AK3	ENST00000381809.3	2.042834	992	762	761	78	77	-1743	230	683	1820
chr9	4860833	RCL1	ENST00000381750.4	2.707224	1902	1680	1679	558	557	-231	222	1121	788
chr9	6012204	RANBP6	ENST00000259569.5	2.068966	3414	3404	3403	86	85	-1161	10	3317	1246
chr9	6013546	RANBP6	ENST00000259569.5	1.621459	2072	2062	2061	-1256	-1257	-2503	10	3317	1246
chr9	7798487	TMEM261	ENST00000358227.4	2.041287	757	425	424	86	85	-1997	332	338	2082
chr9	7799764	TMEM261	ENST00000358227.4	0.912913	303	-29	-30	-368	-369	-2451	332	338	2082
chr9	15464871	PSIP1	ENST00000380733.4	2.444979	2583	2240	2239	647	646	-807	343	1592	1453
chr9	19049893	RRAGA	ENST00000380527.1	1.250531	521	236	235	-706	-707	-1126	285	941	419
chr9	19049962	RRAGA	ENST00000380527.1	1.323779	590	305	304	-637	-638	-1057	285	941	419
chr9	19056112	HAUS6	ENST00000380502.3	2.071563	3564	3097	3096	229	228	-2971	467	2867	3199
chr9	19116332	PLIN2	ENST00000276914.2	1.934551	1407	1228	1227	-86	-87	-564	179	1313	477
chr9	19376259	RPS6	ENST00000380394.4	2.055363	840	782	781	32	31	-546	58	749	577
chr9	19376363	RPS6	ENST00000380394.4	1.904000	736	678	677	-72	-73	-650	58	749	577
chr9	19376582	RPS6	ENST00000380394.4	1.752000	622	564	563	-186	-187	-764	58	749	577
chr9	19378493	RPS6	ENST00000380394.4	1.492000	427	369	368	-381	-382	-959	58	749	577
chr9	20414019	MLLT3	ENST00000380338.4	1.483304	1111	825	824	-882	-883	-5660	286	1706	4777
chr9	21331435	KLHL9	ENST00000359039.4	2.470765	3944	3424	3423	1570	1569	-1765	520	1853	3334
chr9	21333088	KLHL9	ENST00000359039.4	1.955232	2291	1771	1770	-83	-84	-3418	520	1853	3334
chr9	21333309	KLHL9	ENST00000359039.4	1.836030	2070	1550	1549	-304	-305	-3639	520	1853	3334
chr9	21333988	KLHL9	ENST00000359039.4	1.469795	1391	871	870	-983	-984	-4318	520	1853	3334
chr9	21334071	KLHL9	ENST00000359039.4	1.425027	1308	788	787	-1066	-1067	-4401	520	1853	3334
chr9	21334075	KLHL9	ENST00000359039.4	1.422869	1304	784	783	-1070	-1071	-4405	520	1853	3334
chr9	21334268	KLHL9	ENST00000359039.4	1.318770	1111	591	590	-1263	-1264	-4598	520	1853	3334
chr9	21334385	KLHL9	ENST00000359039.4	1.255663	994	474	473	-1380	-1381	-4715	520	1853	3334
chr9	21334488	KLHL9	ENST00000359039.4	1.200108	891	371	370	-1483	-1484	-4818	520	1853	3334
chr9	21334918	KLHL9	ENST00000359039.4	0.886756	461	-59	-60	-1913	-1914	-5248	520	1853	3334
chr9	21862174	MTAP	ENST00000380172.4	2.031793	1218	1013	1012	161	160	-4903	205	851	5063
chr9	21968140	CDKN2A	ENST00000579755.1	2.343486	894	602	601	203	202	-388	292	398	590
chr9	25677536	TUSC1	ENST00000358022.3	2.112840	1320	784	783	145	144	-1140	536	638	1284
chr9	26905807	PLAA	ENST00000397292.3	1.875209	2507	2090	2089	-298	-299	-1726	417	2387	1427
chr9	27330443	MOB3B	ENST00000262244.5	2.026404	1217	793	792	142	141	-5236	424	650	5377
chr9	32541989	TOPORS	ENST00000360538.2	1.807521	2650	2534	2533	-604	-605	-1447	116	3137	842
chr9	32573032	NDUFB6	ENST00000379847.3	1.069767	128	27	26	-360	-361	-1237	101	386	876
chr9	32973504	APTX	ENST00000379817.2	1.992225	1217	1021	1020	-8	-9	-888	196	1028	879
chr9	33038961	DNAJA1	ENST00000330899.4	2.059761	1436	1254	1253	60	59	-944	182	1193	1003
chr9	33281109	CHMP5	ENST00000419016.2	2.245873	838	799	798	283	282	-868	39	515	1150
chr9	33461607	NOL6	ENST00000379471.2	2.784932	3684	3597	3596	573	572	-157	87	3023	729
chr9	34610626	RPP25L	ENST00000297613.4	2.551724	948	668	667	176	175	-143	280	491	318
chr9	34610728	RPP25L	ENST00000297613.4	2.231975	846	566	565	74	73	-245	280	491	318
chr9	34635428	SIGMAR1	ENST00000378892.1	2.220879	1033	606	605	201	200	-709	427	404	909
chr9	35056256	VCP	ENST00000358901.6	2.814815	4174	3279	3278	858	857	-195	895	2420	1052
chr9	35056584	VCP	ENST00000358901.6	2.503324	3846	2951	2950	530	529	-523	895	2420	1052
chr9	35056993	VCP	ENST00000358901.6	2.114910	3437	2542	2541	121	120	-932	895	2420	1052
chr9	35059159	VCP	ENST00000358901.6	1.851714	2957	2062	2061	-359	-360	-1412	895	2420	1052
chr9	35059186	VCP	ENST00000358901.6	1.840562	2930	2035	2034	-386	-387	-1439	895	2420	1052
chr9	35059209	VCP	ENST00000358901.6	1.831062	2907	2012	2011	-409	-410	-1462	895	2420	1052
chr9	35060451	VCP	ENST00000358901.6	1.641884	2449	1554	1553	-867	-868	-1920	895	2420	1052
chr9	35073900	FANCG	ENST00000378643.3	2.759259	2565	2074	2073	205	204	-65	491	1868	269
chr9	35075555	FANCG	ENST00000378643.3	1.716961	1831	1340	1339	-529	-530	-799	491	1868	269
chr9	35102760	STOML2	ENST00000356493.5	1.098973	168	106	105	-965	-966	-1109	62	1070	143
chr9	35404534	UNC13B	ENST00000378495.3	2.386207	5501	5280	5279	504	503	-801	221	4775	1304
chr9	36191115	CLTA	ENST00000433436.2	1.082999	262	62	61	-685	-686	-972	200	746	286
chr9	36677392	MELK	ENST00000543751.1	2.169591	2062	1918	1917	58	57	-284	144	1859	341
chr9	37357861	ZCCHC7	ENST00000336755.5	2.676504	2333	2228	2227	596	595	-285	105	1631	880
chr9	37503215	POLR1E	ENST00000377792.3	2.032323	1749	1462	1461	16	15	-479	287	1445	494
chr9	37588800	RP11-613M10.9	ENST00000540557.1	2.764350	2200	2159	2158	1265	1264	-390	41	893	1654
chr9	37588800	TOMM5	ENST00000377773.5	2.195876	417	353	352	95	94	-390	64	257	484
chr9	37861256	DCAF10	ENST00000242323.7	1.841300	1393	1320	1319	-249	-250	-6407	73	1568	6157
chr9	37919779	SHB	ENST00000377707.3	2.056769	2134	1569	1568	39	38	-648	565	1529	686
chr9	38397118	ALDH1B1	ENST00000377698.3	1.883526	1525	1373	1372	-181	-182	-1540	152	1553	1358
chr9	71395364	FAM122A	ENST00000394264.3	1.328704	400	284	283	-580	-581	-3245	116	863	2664
chr9	71395929	FAM122A	ENST00000394264.3	1.982639	965	849	848	-15	-16	-2680	116	863	2664
chr9	71396150	FAM122A	ENST00000394264.3	2.077298	1186	1070	1069	206	205	-2459	116	863	2664
chr9	71650705	FXN	ENST00000377270.3	1.011058	530	7	6	-626	-627	-2077	523	632	1450
chr9	71869649	TJP2	ENST00000377245.4	2.432530	4139	3932	3931	359	358	-471	207	3572	829
chr9	74489745	ABHD17B	ENST00000333421.6	1.290657	363	252	251	-615	-616	-2250	111	866	1634
chr9	74970139	ZFAND5	ENST00000237937.3	2.161219	1929	1372	1371	730	729	-3798	557	641	4527
chr9	77562693	C9orf40	ENST00000376854.5	2.184731	1130	856	855	271	270	-1196	274	584	1466
chr9	80944307	PSAT1	ENST00000376588.3	2.302880	1485	1418	1417	305	304	-702	67	1112	1006
chr9	82340083	TLE4	ENST00000376520.4	2.015009	3269	2442	2441	24	23	-1575	827	2417	1598
chr9	82341117	TLE4	ENST00000376520.4	2.661664	4303	3476	3475	1058	1057	-541	827	2417	1598
chr9	84303536	TLE1	ENST00000376499.3	0.643192	684	-380	-381	-2693	-2694	-3208	1064	2312	514
chr9	86276648	UBQLN1	ENST00000376395.4	2.029605	2347	1824	1823	54	53	-1770	523	1769	1823
chr9	86587016	HNRNPK	ENST00000376263.3	1.526165	957	734	733	-661	-662	-1984	223	1394	1322
chr9	86616983	RMI1	ENST00000325875.3	1.576145	1413	1082	1081	-796	-797	-2002	331	1877	1205
chr9	88162055	AGTPBP1	ENST00000357081.3	1.991578	3794	3650	3649	-31	-32	-598	144	3680	566
chr9	88642726	GOLM1	ENST00000388712.3	2.003591	1380	1212	1211	6	5	-1665	168	1205	1670
chr9	89561309	GAS1	ENST00000298743.7	1.371869	795	386	385	-652	-653	-2030	409	1037	1377
chr9	89561776	GAS1	ENST00000298743.7	0.802439	328	-81	-82	-1119	-1120	-2497	409	1037	1377
chr9	90322100	DAPK1	ENST00000469640.2	1.959020	4563	4189	4188	-179	-180	-1448	374	4367	1268
chr9	90322313	DAPK1	ENST00000469640.2	2.026793	4776	4402	4401	34	33	-1235	374	4367	1268
chr9	94171638	NFIL3	ENST00000297689.3	1.992801	1773	1379	1378	-10	-11	-311	394	1388	300
chr9	94171857	NFIL3	ENST00000297689.3	1.835133	1554	1160	1159	-229	-230	-530	394	1388	300
chr9	94171925	NFIL3	ENST00000297689.3	1.786177	1486	1092	1091	-297	-298	-598	394	1388	300
chr9	94171934	NFIL3	ENST00000297689.3	1.779698	1477	1083	1082	-306	-307	-607	394	1388	300
chr9	94487112	ROR2	ENST00000375708.3	1.587571	1862	1664	1663	-1168	-1169	-2233	198	2831	1064
chr9	95004525	IARS	ENST00000375643.3	1.814991	3354	3088	3087	-701	-702	-1301	266	3788	599
chr9	95059826	NOL8	ENST00000545558.1	2.843931	4288	3796	3795	292	291	-54	492	3503	345
chr9	95078135	NOL8	ENST00000545558.1	1.220320	1264	772	771	-2732	-2733	-3078	492	3503	345
chr9	95376992	IPPK	ENST00000287996.3	2.423716	2874	2598	2597	1122	1121	-1526	276	1475	2647
chr9	95481050	BICD2	ENST00000356884.6	1.730919	1944	1877	1876	-691	-692	-4482	67	2567	3790
chr9	95887302	NINJ1	ENST00000375446.4	1.755991	417	347	346	-112	-113	-863	70	458	750
chr9	96440152	PHF2	ENST00000359246.4	2.101730	3851	3485	3484	194	193	-1713	366	3290	1906
chr9	96714287	BARX1	ENST00000253968.6	2.293900	1149	924	923	159	158	-382	225	764	540
chr9	97221633	HIATL1	ENST00000375344.3	1.959895	1728	1460	1459	-61	-62	-1691	268	1520	1629
chr9	99180434	ZNF367	ENST00000375256.4	0.599327	177	-119	-120	-1172	-1173	-3468	296	1052	2295
chr9	100767283	ANP32B	ENST00000339399.4	1.482804	559	365	364	-391	-392	-903	194	755	511
chr9	100774717	ANP32B	ENST00000339399.4	1.861111	845	651	650	-105	-106	-617	194	755	511
chr9	100777759	ANP32B	ENST00000339399.4	2.089844	996	802	801	46	45	-466	194	755	511
chr9	101494519	ANKS6	ENST00000353234.4	2.951556	6945	6898	6897	4282	4281	-218	47	2615	4499
chr9	101912049	TGFBR1	ENST00000374994.4	2.094537	2090	1974	1973	462	461	-4425	116	1511	4886
chr9	101915086	TGFBR1	ENST00000374994.4	2.715981	5127	5011	5010	3499	3498	-1388	116	1511	4886
chr9	101980814	ALG2	ENST00000476832.1	1.521982	714	653	652	-598	-599	-1165	61	1250	566
chr9	101980955	ALG2	ENST00000476832.1	1.409273	573	512	511	-739	-740	-1306	61	1250	566
chr9	103092268	TEX10	ENST00000374902.4	1.513978	1610	1434	1433	-1356	-1357	-1463	176	2789	106
chr9	103109261	TEX10	ENST00000374902.4	1.217921	784	608	607	-2182	-2183	-2289	176	2789	106
chr9	103109621	TEX10	ENST00000374902.4	1.088889	424	248	247	-2542	-2543	-2649	176	2789	106
chr9	103109629	TEX10	ENST00000374902.4	1.086022	416	240	239	-2550	-2551	-2657	176	2789	106
chr9	104170921	ZNF189	ENST00000374861.3	1.450788	1112	829	828	-1010	-1011	-2021	283	1838	1010
chr9	104171705	ZNF189	ENST00000374861.3	1.877107	1896	1613	1612	-226	-227	-1237	283	1838	1010
chr9	104172735	ZNF189	ENST00000374861.3	2.795252	2926	2643	2642	804	803	-207	283	1838	1010
chr9	104239046	TMEM246	ENST00000374851.1	1.271452	1476	329	328	-883	-884	-3593	1147	1211	2709
chr9	106901652	SMC2	ENST00000286398.7	2.026743	3937	3650	3649	56	55	-2038	287	3593	2093
chr9	107521650	NIPSNAP3A	ENST00000374767.4	2.039541	879	775	774	31	30	-753	104	743	783
chr9	108536380	TMEM38B	ENST00000374688.1	2.007504	1442	733	732	19	18	-2513	709	713	2531
chr9	111706012	CTNNAL1	ENST00000374595.4	1.939268	2105	2026	2025	-131	-132	-414	79	2156	282
chr9	113006320	TXN	ENST00000374517.5	2.338150	639	435	434	117	116	-229	204	317	345
chr9	113013137	TXN	ENST00000374517.5	1.477987	356	152	151	-166	-167	-512	204	317	345
chr9	113018835	TXN	ENST00000374517.5	0.419512	85	-119	-120	-437	-438	-783	204	317	345
chr9	113704149	LPAR1	ENST00000374431.3	1.315068	728	345	344	-750	-751	-2908	383	1094	2157
chr9	114124361	KIAA0368	ENST00000338205.5	1.990761	5688	5469	5468	-51	-52	-1389	219	5519	1337
chr9	114124374	KIAA0368	ENST00000338205.5	1.988406	5675	5456	5455	-64	-65	-1402	219	5519	1337
chr9	114981447	PTBP3	ENST00000334318.6	2.864845	6538	6352	6351	4684	4683	-732	186	1667	5415
chr9	114986069	PTBP3	ENST00000334318.6	2.011448	1916	1730	1729	62	61	-5354	186	1667	5415
chr9	115449598	INIP	ENST00000374242.4	2.060908	840	535	534	220	219	-3392	305	314	3611
chr9	115925771	SLC31A2	ENST00000259392.3	2.470492	1138	1006	1005	574	573	-646	132	431	1219
chr9	116054176	PRPF4	ENST00000374199.4	2.189558	2202	1802	1801	236	235	-1009	400	1565	1244
chr9	116054185	PRPF4	ENST00000374199.4	2.196787	2211	1811	1810	245	244	-1000	400	1565	1244
chr9	116054554	PRPF4	ENST00000374199.4	2.493173	2580	2180	2179	614	613	-631	400	1565	1244
chr9	116136245	HDHD3	ENST00000238379.5	1.515873	1287	390	389	-366	-367	-546	897	755	179
chr9	116170961	POLE3	ENST00000374171.4	2.082487	744	574	573	130	129	-1446	170	443	1575
chr9	116812257	ZNF618	ENST00000288466.7	1.926527	2494	2396	2395	-190	-191	-6614	98	2585	6423
chr9	116930593	COL27A1	ENST00000356083.3	1.135769	1148	758	757	-4825	-4826	-6641	390	5582	1815
chr9	117359980	ATP6V1G1	ENST00000374050.3	1.879552	406	314	313	-43	-44	-673	92	356	629
chr9	119461358	TRIM32	ENST00000450136.1	1.681448	1497	1337	1336	-625	-626	-2219	160	1961	1593
chr9	123165174	CDK5RAP2	ENST00000349780.4	1.918163	5396	5217	5216	-465	-466	-831	179	5681	365
chr9	123367458	MEGF9	ENST00000373930.3	2.002285	1930	1819	1818	10	9	-4367	111	1808	4376
chr9	123526910	FBXW2	ENST00000608872.1	1.946520	1479	1292	1291	-73	-74	-7658	187	1364	7584
chr9	123964140	RAB14	ENST00000373840.4	0.033613	7	-230	-231	-878	-879	-4137	237	647	3258
chr9	125004201	RBM18	ENST00000417201.3	1.933682	675	535	534	-38	-39	-4298	140	572	4259
chr9	125608206	RC3H2	ENST00000373670.1	2.729639	7876	7276	7275	3700	3699	-1371	600	3575	5070
chr9	125681515	ZBTB26	ENST00000373656.3	1.527149	772	699	698	-627	-628	-3670	73	1325	3042
chr9	127620213	RPL35	ENST00000373570.4	2.728643	438	436	435	145	144	-54	2	290	198
chr9	127620307	RPL35	ENST00000373570.4	2.256281	344	342	341	51	50	-148	2	290	198
chr9	127998798	HSPA5	ENST00000324460.6	2.041978	2241	2038	2037	73	72	-1666	203	1964	1738
